,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
70,Asclepias californica,"California Milkweed, Greene's milkweed",Perennial,0.5,0-0,,L,SN,DM,2,1,2.0
71,Asclepias syriaca,"Common Milkweed, Silkweed, Milkweed",Perennial,1.0,3-8,M,LM,SN,DM,3,2,3.0
72,Asparagus cochinchinensis,Chinese Asparagus,Perennial,1.5,6-9,,LMH,SN,M,3,3,2.0
73,Asplenium ceterach,Scale Fern,Fern,0.2,7-10,,LM,FSN,M,0,2,
74,Aster cordifolius,Common Blue Wood Aster,Perennial,1.5,3-7,,LMH,N,M,2,1,2.0
75,Astragalus canadensis,"Canadian Milkvetch, Shorttooth Canadian milkvetch, Morton's Canadian milkvetch",Perennial,1.0,7-10,,LM,N,D,3,2,3.0
76,Astragalus sinicus,Chinese Milk Vetch,Biennial,0.2,-,,LM,N,M,3,1,2.0
77,Astroloma humifusum,Cranberry Heath,Shrub,0.1,7-10,,LMH,N,DM,3,0,
78,Athamantha cretensis,Candy Carrot,Perennial,0.6,5-9,,LM,N,M,1,0,
79,Athamantha turbith,Candy Carrot,Perennial,0.6,5-9,,LM,N,M,2,0,
80,Atractylodes lancea,Cang Zhu,Perennial,1.0,-,,LMH,SN,M,1,3,
81,Atriplex californica,"California Orach, California saltbush",Perennial,0.1,7-10,,LM,N,DM,3,0,
82,Atriplex coronata,Crownscale,Annual,0.4,-,,LM,N,DM,2,0,
83,Averrhoa carambola,"Carambola, Star Fruit",Tree,8.0,10-12,S,LM,N,M,4,2,2.0
84,Baccharis genistelloides,Carqueja,Perennial,2.0,9-12,,LMH,N,MWe,0,4,0.0
85,Bambusa atra,Clumping Bamboo. Long pipe bamboo.,Bamboo,8.0,10-12,F,LMH,N,MWe,2,0,3.0
86,Bambusa pervariabilis,Clumping Bamboo,Bamboo,8.0,9-11,F,LMH,SN,M,3,0,4.0
87,Bambusa textilis,Clumping Bamboo. Weaver's bamboo,Bamboo,8.0,7-11,F,LMH,SN,M,3,0,4.0
88,Bambusa vulgaris,Common Bamboo,Bamboo,20.0,9-12,F,LMH,SN,M,3,2,4.0
89,Banksia integrifolia,Coast Banksia,Tree,9.0,8-11,,LM,N,M,2,0,3.0
90,Baphia nitida,"Camwood, Baphia",Tree,10.0,10-12,,LMH,N,M,2,2,4.0
91,Barbarea vulgaris,"Yellow Rocket, Garden yellowrocket",Perennial,0.4,5-9,,LMH,SN,M,3,1,0.0
92,Bassia scoparia,"Summer Cypress, Burningbush",Annual,0.3,5-9,,LM,N,M,2,2,1.0
93,Bauhinia thonningii,"Camel's foot tree, monkey bread",Tree,5.0,10-12,M,LMH,N,DM,3,2,3.0
94,Berberidopsis corallina,Coral Plant,Climber,5.0,7-10,M,LMH,FS,M,0,0,1.0
95,Berberis aristata,"Chitra, Indian Barberry or Tree Turmeric",Shrub,3.5,5-9,M,LMH,SN,DM,4,3,3.0
96,Berberis asiatica,"Chutro, Rasanjan (Nep); marpyashi (Newa); Daruharidra, Darbi (Sans)",Shrub,3.5,7-10,M,LMH,FSN,DM,4,3,2.0
97,Berberis fendleri,Colorado Barberry,Shrub,1.5,5-9,,LMH,SN,DM,2,2,1.0
98,Berula erecta,Cutleaf Waterparsnip,Perennial,1.0,3-7,,LMH,SN,MWe,1,1,
99,Betula lenta,"Cherry Birch, Sweet birch, Black Birch, Cherry Birch",Tree,24.0,3-7,F,LMH,SN,M,3,3,4.0
100,Billardiera scandens,Common Appleberry,Climber,3.0,7-10,,LM,SN,M,2,0,
101,Blackstonia perfoliata,Yellow Wort,Annual,0.5,-,,LM,N,DM,0,0,1.0
102,Botrychium lunaria,Common Moonwort,Fern,0.1,-,,LMH,SN,DM,0,2,
103,Bowdichia virgilioides,Alcornoco,Tree,20.0,10-12,F,LMH,N,DM,0,2,4.0
104,Brachyglottis repanda,Bushman's Toilet Paper,Shrub,6.0,8-11,S,LMH,SN,M,1,1,1.0
105,Brassica juncea crispifolia,Curled Mustard,Annual,0.3,6-9,F,LMH,SN,M,4,2,2.0
106,Brassica juncea integrifolia crispifolia,Curled Mustard,Annual,0.3,6-10,F,LMH,SN,M,4,2,2.0
107,Brassica napus,"Colza, Rape",Annual/Biennial,1.2,6-9,,LMH,SN,M,3,2,3.0
108,Brassica napus arvensis,Coleseed,Annual/Biennial,1.2,6-9,,LMH,SN,M,3,2,3.0
109,Brassica oleracea acephala,Collards,Biennial/Perennial,0.9,5-10,,LMH,SN,M,4,0,0.0
110,Brassica oleracea alboglabra,Chinese Kale,Perennial,0.5,-,F,LMH,SN,M,3,0,
111,Brassica oleracea botrytis,Cauliflower,Biennial,0.8,3-10,,LMH,SN,M,4,0,3.0
112,Brassica oleracea capitata,"Cabbage,Ornamental Cabbage, Red Cabbage, Savoy Cabbage",Biennial,0.8,7-11,M,LMH,SN,M,4,0,3.0
113,Brassica oleracea costata,Couve Tronchuda,Biennial,1.5,7-10,,LMH,SN,M,3,0,
114,Brassica oleracea sabellica,Curly Kale,Biennial/Perennial,0.9,-,,LMH,SN,M,4,0,
115,Brassica rapa narinosa,Chinese Savoy,Biennial,0.9,6-9,,LMH,SN,M,3,0,
116,Brassica rapa pekinensis,Chinese Cabbage,Annual,0.5,6-9,,LMH,SN,M,4,1,2.0
117,Brodiaea coronaria,"Californian Hyacinth, Crown brodiaea, Indian Valley brodiaea",Corm,0.3,7-10,,LM,SN,DM,3,0,
118,Bromus carinatus,Californian Brome,Annual/Biennial,0.8,4-8,,LMH,SN,DM,1,0,1.0
119,Bromus tectorum,"Cheat Grass, Downy Brome",Annual,1.0,7-10,,LMH,N,DM,1,1,1.0
120,Brosimum utile,"Cow Tree, Palo De Vaca",Tree,25.0,10-12,M,LMH,N,M,3,2,3.0
121,Bumelia lanuginosa,Chittamwood,Tree,15.0,5-9,,LMH,N,M,2,0,2.0
122,Bunias erucago,"Corn Rocket, Crested wartycabbage",Annual/Biennial,0.6,6-9,,LMH,N,M,3,0,
123,Bunium ferulaceum,,Perennial,0.6,-,,LMH,N,M,2,0,
124,Bunium persicum,"Black Caraway, Black Cumin",Perennial,0.6,-,,LMH,SN,M,3,0,
125,Bursaria spinosa,"Christmas Bush, Sweet Bursaria",Shrub,4.5,7-10,,M,N,M,0,2,3.0
126,Butia capitata,"Jelly Palm, South american jelly palm",Tree,6.0,9-11,S,LMH,SN,M,2,0,
127,Cacalia farfarifolia,,Perennial,1.2,-,,LMH,FS,M,1,0,
128,Caesalpinia decapetala,"Mysore Thorn, Shoofly",Shrub,3.0,7-10,,LMH,N,M,0,2,2.0
129,Caesalpinia digyna,"Teri pods, Udakiryaka",Shrub,10.0,10-12,F,LMH,N,M,2,2,4.0
130,Caesalpinia spinosa,"Spiny Holdback, Tara",Tree,6.0,9-11,F,LMH,SN,M,2,2,4.0
131,Cajanus cajan,"Pigeon Pea, Puerto Rico Bean, Gandul, Dhal, Congo Pea",Shrub,4.0,9-12,F,LMH,N,M,4,2,4.0
132,Cakile maritima,"Sea Rocket, European searocket",Annual,0.3,5-9,,L,N,M,2,0,
133,Calamintha sylvatica,"Calamint, Woodland calamint",Perennial,0.6,5-9,,LM,SN,DM,3,2,
134,Calamus manan,Rotan Manau,Climber,100.0,10-12,F,LMH,SN,M,0,0,4.0
135,Calamus rotang,"Rattan, Rotang, Rattan Cane",Climber,25.0,11-12,F,LMH,SN,M,2,2,4.0
136,Calandrinia ciliata,"Redmaids, Fringed redmaids",Annual,0.3,0-0,,LM,N,DM,2,0,0.0
137,Calandrinia ciliata menziesii,Redmaids,Annual,0.1,-,,L,N,DM,2,0,
138,Calendula officinalis,"calendula, Pot Marigold",Annual,0.6,2-11,M,LMH,SN,M,3,5,4.0
139,Calicotome villosa,,Shrub,3.0,7-10,,LMH,N,DM,0,0,3.0
140,Callicarpa japonica,"Beautyberry, Japanese callicarpa, Japanese Beautyberry",Shrub,2.0,5-8,M,LMH,SN,M,1,0,
141,Calligonum aphyllum,,Shrub,1.2,4-8,,LM,N,DM,2,0,
142,Callirhoe involucrata,"Poppy Mallow, Purple poppymallow, Winecup, Finger Poppy Mallow",Perennial,0.2,4-8,M,L,N,DM,3,2,0.0
143,Callirhoe leiocarpa,Tall Poppy-Mallow,Annual,0.9,5-9,,L,N,DM,2,0,
144,Callistemon citrinus,"Crimson Bottlebrush, Red Bottlebrush, Lemon Bottlebrush",Shrub,4.5,8-11,M,LMH,N,DMWe,2,0,2.0
145,Callitriche hermaphroditica,"Water Starwort, Northern water-starwort",Perennial,0.3,5-9,,LMH,N,Wa,0,0,
146,Callitriche palustris,"Common Waterwort, Vernal water-starwort",Perennial,0.3,0-0,,LMH,N,Wa,1,0,
147,Callitris columellaris,White Cypress-Pine,Tree,20.0,9-11,,LM,N,DM,0,0,2.0
148,Calochortus aureus,"Mariposa Lily, Golden mariposa lily",Bulb,0.3,3-7,,LM,N,DM,2,0,
149,Calochortus barbatus,,Bulb,0.6,3-7,,LM,N,DM,1,0,
150,Calochortus clavatus,"Clubhair mariposa lily, Arroyo de la Cruz mariposa lily",Bulb,1.0,8-10,M,LM,N,DM,1,0,
151,Calochortus nuttallii,Sego Lily,Bulb,0.2,3-7,,LM,N,DM,2,0,
152,Calochortus tolmiei,Tolmie Startulip,Bulb,0.3,3-7,,LM,SN,DM,2,0,
153,Calochortus uniflorus,"Large-Flowered Star Tulip, Monterey mariposa lily",Bulb,0.3,3-7,,LM,N,DM,1,0,
154,Calochortus venustus,Butterfly Mariposa Lily,Bulb,0.6,3-7,,LM,N,DM,2,0,
155,Calophyllum brasiliense,Brazil Beauty-Leaf,Tree,30.0,10-12,F,LMH,SN,M,0,2,4.0
156,Calopogonium mucunoides,"Calopo, Wild ground nut",Climber,5.0,10-12,F,LMH,N,M,0,0,3.0
157,Caltha leptosepala,"Western Marsh Marigold, Howell's marsh marigold, Sulphur marsh marigold",Perennial,0.3,3-7,,LMH,SN,WeWa,2,1,
158,Caltha leptosepala howellii,,Perennial,0.3,3-7,,LMH,SN,WeWa,2,0,
159,Calycanthus floridus,"Carolina Allspice, Eastern sweetshrub, Strawberry Bush, Sweetshrub, Carolina Allspice",Shrub,2.7,5-10,M,LM,SN,M,3,2,2.0
160,Calycanthus floridus glaucus,Eastern Sweetshrub,Shrub,3.0,5-9,,LMH,SN,M,2,1,
161,Calycanthus occidentalis,"Californian Allspice, Western sweetshrub",Shrub,3.0,6-9,,LM,SN,M,3,1,2.0
162,Calypso bulbosa,Fairyslipper,Perennial,0.1,4-8,,LMH,FS,MWe,2,1,
163,Calystegia pubescens,Japanese Bindweed,Perennial Climber,3.0,4-8,,LMH,N,M,1,1,
164,Calystegia sepium,"Hedge Bindweed, Hedge false bindweed, Appalachia false bindweed, Bingham's false bindweed",Perennial Climber,3.0,4-8,F,LMH,SN,M,2,1,1.0
165,Calystegia soldanella,"Sea Bindweed, Seashore false bindweed",Perennial Climber,0.6,5-9,,LMH,N,M,1,1,1.0
166,Camassia cusickii,Cussick's camas,Bulb,0.9,3-11,M,LM,SN,M,2,0,3.0
167,Camassia leichtlinii,"Wild Hyacinth, Large camas, Suksdorf's large camas",Bulb,1.0,3-7,,LMH,SN,M,4,0,
168,Camassia quamash,"Quamash, Small camas, Utah small camas, Walpole's small camas",Bulb,0.3,3-7,,LMH,SN,M,5,1,3.0
169,Camassia scilloides,Atlantic Camas,Bulb,0.6,6-9,,LMH,SN,M,3,0,
170,Camellia chekiangoleosa,Camellia,Shrub,6.0,7-10,,LM,SN,M,2,0,
171,Camellia gracilis,Camellia,Shrub,4.0,-,,LM,SN,M,2,0,
172,Camellia japonica,"Camellia, Common Camellia, Japanese Camellia",Shrub,10.0,7-9,S,LM,FSN,M,3,2,2.0
173,Camellia kissi,,Shrub,12.0,7-10,,LM,SN,M,2,2,
174,Camellia sasanqua,"Camellia, Sasanqua camellia",Shrub,3.0,7-9,S,LM,SN,M,3,1,4.0
175,Camellia sinensis,"Tea Plant, Assam tea, Tea Tree Camellia",Shrub,4.0,7-9,S,LM,S,M,4,4,3.0
176,Camellia sinensis assamica,"Tea Plant, Assam Tea",Shrub,10.0,8-10,S,LMH,SN,M,4,4,3.0
177,Campanula alliariifolia,Cornish Bellflower,Perennial,0.7,3-7,M,LM,SN,M,3,0,3.0
178,Campanula cochleariifolia,Fairies Thimbles,Perennial,0.2,5-9,,LM,N,M,4,0,
179,Campanula glomerata,"Clustered Bellflower, Dane's blood, Clustered Bellflower",Perennial,1.0,4-9,M,LM,SN,M,4,0,
180,Campanula latiloba,,Perennial,0.9,3-7,M,LM,SN,M,3,0,3.0
181,Campanula medium,"Canterbury Bells, Cup and Saucer, Canterbury Bells",Biennial,1.2,6-8,M,LM,SN,M,2,0,1.0
182,Campanula persicifolia,"Harebell, Peachleaf bellflower",Perennial,1.0,3-7,,LM,SN,M,4,0,
183,Campanula portenschlagiana,Adria Bellflower,Perennial,0.3,3-7,F,LM,SN,M,3,0,3.0
184,Campanula punctata,"Chinese Rampion, Spotted bellflower",Perennial,0.4,5-9,F,LM,SN,M,4,0,
185,Campanula pyramidalis,Chimney Bellflower,Perennial,1.5,7-10,,LMH,SN,M,3,0,
186,Campanula rapunculoides,"Creeping Bellflower, Rampion bellflower",Perennial,1.2,3-7,F,LM,SN,M,3,1,0.0
187,Campsis grandiflora,Trumpet Creeper,Climber,9.0,6-9,F,LMH,N,M,0,2,2.0
188,Camptotheca acuminata,"Happy Tree, Cancer Tree",Tree,20.0,10-12,F,LMH,SN,M,0,5,5.0
189,Cananga odorata,"Ylang Ylang, Perfume Tree",Tree,20.0,10-12,F,LMH,SN,M,2,3,4.0
190,Canarium album,Chinese White Olive,Tree,15.0,10-13,,LMH,SN,M,2,2,1.0
191,Canarium indicum,"Canarium Nut, Ngali, Galip nut, kenari nut",Tree,35.0,10-12,F,MH,SN,M,4,2,3.0
192,Canarium luzonicum,Manila Elemi,Tree,30.0,10-12,,LMH,N,M,4,3,4.0
193,Canarium ovatum,Pili Nut,Tree,20.0,10-12,M,LMH,N,M,4,3,3.0
194,Canarium schweinfurtii,African elemi,Tree,30.0,10-12,M,LMH,N,M,3,3,3.0
195,Canarium vulgare,"Java Almond, Kenari Nut",Tree,45.0,10-12,F,LMH,N,M,4,1,3.0
196,Canavalia gladiata,Sword Bean,Annual/Perennial,10.0,10-12,F,LMH,SN,M,3,2,3.0
197,Canna edulis,"Achira, Indian shot",Perennial,3.0,7-10,,LMH,N,M,3,0,3.0
198,Cannabis sativa,"Hemp, Marijuana",Annual,2.5,8-11,,LMH,N,M,4,4,4.0
199,Cantleya corniculata,Daru,Tree,30.0,10-12,F,LMH,N,MWe,1,0,4.0
200,Capparis spinosa,"Caper,Common Caper, Caper Bush",Shrub,1.0,8-10,F,LMH,N,DM,2,3,2.0
201,Capsicum annuum,"Sweet Pepper, Cayenne Pepper, Chili Pepper, Christmas Pepper, Red Pepper, Ornamental Chili Pepper",Perennial,1.0,10-11,M,LMH,N,M,4,3,2.0
202,Capsicum baccatum,"Locoto, Aji",Perennial,2.0,8-11,,LMH,N,M,3,3,1.0
203,Capsicum chinense,"Bonnet Pepper, Chinese capsicum",Shrub,1.5,10-12,F,LMH,N,M,3,4,1.0
204,Capsicum frutescens,"Tabasco Pepper, Cayenne pepper",Perennial,1.0,8-11,,LMH,N,M,3,4,1.0
205,Caragana boisii,Siberian peatree,Shrub,2.0,2-9,F,LM,N,DM,4,0,4.0
206,Caragana frutex,Russian pea shrub,Shrub,1.2,2-7,S,LM,N,DM,0,0,2.0
207,Caragana fruticosa,"Siberian Peashrub,",Shrub,2.0,0-0,F,LM,N,DM,3,0,5.0
208,Caragana sinica,Chinese Pea Shrub,Shrub,1.5,5-9,,LM,N,DM,1,2,
209,Carapichea ipecacuanha,Ipecac,Shrub,0.5,10-12,M,LMH,FS,M,0,4,0.0
210,Cardamine bulbifera,"Coral Root, Coralroot bittercress",Perennial,0.5,4-8,,LMH,SN,M,2,0,
211,Cardamine fauriei,,Perennial,0.3,4-8,,LMH,SN,MWe,2,0,
212,Cardamine flexuosa,"Wavy Bittercress,Woodland bittercress",Annual/Perennial,0.5,4-8,,LMH,SN,MWe,2,0,
213,Cardamine impatiens,Narrowleaf bittercress,Annual/Biennial,0.6,4-8,,LMH,SN,MWe,2,1,0.0
214,Cardamine loxostemonoides,Cuckoo Flower,Annual,0.3,-,,LMH,SN,M,1,0,
215,Cardamine oligosperma,"Spring Cress, Little western bittercress, Umbel bittercress",Annual/Biennial,0.3,0-0,,LMH,SN,MWe,2,1,
216,Cardamine pratensis,Cuckoo Flower,Perennial,0.5,4-8,,LMH,SN,MWe,3,2,2.0
217,Cardamine raphanifolia,,Perennial,0.5,4-8,,LMH,FS,MWe,1,0,2.0
218,Cardamine schinziana,,Perennial,0.3,4-8,,LMH,SN,MWe,2,0,
219,Cardiospermum halicacabum,"Heart Seed, Balloon vine",Climber,3.0,8-11,,LMH,N,M,1,2,1.0
220,Carex arenaria,Sand Sedge,Perennial,0.5,6-9,F,LM,SN,DM,2,2,2.0
221,Carex eburnea,Bristleleaf sedge,Perennial,0.3,2-8,S,LMH,FS,DM,0,0,3.0
222,Carex elata,"Tufted Sedge, Golden Variegated Sedge, Tufted Sedge",Perennial,1.2,5-9,M,LMH,SN,MWe,2,0,3.0
223,Carex kobomugi,Japanese sedge,Perennial,0.2,6-8,,LMH,SN,MWe,1,0,2.0
224,Carex macrocephala,Largehead sedge,Perennial,0.2,0-0,,LMH,SN,MWe,1,0,
225,Carex meyeriana,"Sedge, Wu la cao",Perennial,0.5,9-12,F,LMH,FSN,MWe,0,0,4.0
226,Carex morrowii,"Iwashiba, Japanese Sedge",Perennial,0.6,5-9,F,LMH,FSN,M,0,0,4.0
227,Carex pensylvanica,Pennsylvania sedge,Perennial,0.3,4-8,M,LMH,FSN,DM,0,0,3.0
228,Carex sylvatica,Wood sedge,Perennial,0.6,3-8,F,MH,SN,MWe,0,0,3.0
229,Carex utriculata,"Sedge, Northwest territory sedge",Perennial,1.2,0-0,,LMH,SN,WeWa,2,0,
230,Carica papaya,"Papaya, Mamo, Melon Tree",Tree,8.0,9-12,F,LMH,N,M,5,3,3.0
231,Carlina vulgaris,Carline Thistle,Biennial,0.5,5-9,,LMH,N,DM,1,1,1.0
232,Carmona retusa,"Fukien Tea, Philippine tea tree",Shrub,3.0,10-12,F,LMH,N,M,2,4,2.0
233,Carpesium abrotanoides,,Perennial,1.0,-,,LMH,SN,M,2,2,1.0
234,Carpesium glossophyllum,,Perennial,0.5,-,,LMH,SN,M,1,0,
235,Carpinus caroliniana,"American Hornbeam, Blue Beech, Ironwood, American Hornbeam",Tree,12.0,3-9,S,LMH,SN,M,1,1,2.0
236,Carpinus laxiflora,,Tree,15.0,4-8,,LMH,SN,M,0,0,2.0
237,Carpobrotus virescens,Coastal Pigface,Perennial,0.5,8-11,,LMH,SN,DM,0,0,
238,Carthamus tinctorius,Safflower | Koosumbha | Hoang-tchi,Annual,1.0,-,,LM,N,DM,4,3,2.0
239,Carum carvi,Caraway,Biennial,0.6,3-9,,LMH,SN,M,4,3,3.0
240,Carya buckleyi,Black hickory,Tree,10.0,5-9,S,LMH,N,M,2,0,2.0
241,Carya cathayensis,Chinese Hickory,Tree,18.0,5-9,S,LMH,N,M,3,0,3.0
242,Carya glabra,"Sweet Pignut, Pignut hickory, Broom Hickory, Pignut Hickory",Tree,30.0,4-9,S,LMH,N,DM,3,0,3.0
243,Carya glabra megacarpa,Coastal Pignut Hickory,Tree,30.0,4-8,S,LMH,N,M,3,0,
244,Carya illinoinensis,Pecan,Tree,50.0,5-9,M,LMH,N,M,4,1,2.0
245,Carya laciniosa,Shellbark Hickory,Tree,30.0,5-9,S,LMH,N,M,3,1,3.0
246,Carya ovalis,Sweet Pignut,Tree,30.0,5-9,S,LMH,N,M,3,0,2.0
247,Carya ovata,Shagbark Hickory,Tree,30.0,4-8,S,LMH,N,DM,3,1,4.0
248,Carya texana,Black Hickory,Tree,15.0,5-9,S,LMH,N,M,2,0,2.0
249,Carya tomentosa,"Mockernut,White Heart Hickory, Mockernut Hickory",Tree,30.0,4-9,M,LMH,N,DM,3,1,4.0
250,Caryocar nuciferum,Souari Nut. Butter Nut,Tree,45.0,10-12,M,LMH,N,M,4,2,2.0
251,Caryocar villosum,Piquia,Tree,30.0,10-12,S,LMH,N,M,3,0,2.0
252,Cassia grandis,"Coral shower, Horse Cassia",Tree,25.0,10-12,F,LMH,N,M,1,2,3.0
253,Cassia leiandra,Marimari,Tree,10.0,9-11,F,MH,N,MWe,4,0,2.0
254,Cassia sieberiana,West African Laburnum,Tree,15.0,10-12,M,LMH,N,DM,1,4,2.0
255,Castanea crenata,Japanese Chestnut,Tree,9.0,4-8,,LMH,SN,DM,3,0,3.0
256,Castanea dentata,American Sweet Chestnut,Tree,30.0,4-8,,LMH,SN,DM,3,1,3.0
257,Castanea henryi,,Tree,25.0,5-9,,LMH,SN,DM,3,0,3.0
258,Castanea mollissima,Chinese Chestnut,Tree,25.0,4-8,M,LMH,SN,DM,3,2,3.0
259,Castanea pumila,"Chinquapin, Ozark chinkapin",Shrub,4.0,4-8,S,LMH,N,DM,4,2,2.0
260,Castanea pumila ashei,Chinquapin,Shrub,5.0,6-9,,LMH,N,DM,4,1,2.0
261,Castanea sativa,"Sweet Chestnut, European chestnut",Tree,30.0,5-7,M,LMH,N,DM,5,2,5.0
262,Castanea seguinii,Chinese Chinquapin,Tree,10.0,5-9,M,LMH,N,DM,3,0,3.0
263,Castanea species,Chestnut Hybrids,Tree,30.0,4-9,F,LMH,SN,DM,4,2,4.0
264,Castanea x neglecta,Chinknut,Shrub,4.0,4-8,S,LMH,N,DM,3,0,3.0
265,Castanopsis acuminatissima,"Castanopsis chestnut, White oak",Tree,25.0,10-12,F,LMH,N,M,3,0,3.0
266,Castanopsis hystrix,,Tree,30.0,-,,MH,S,M,2,0,2.0
267,Castanopsis inermis,"Braided Chestnut, Berangan",Tree,20.0,10-12,F,LMH,SN,M,3,0,1.0
268,Castanopsis javanica,"Spiny oak, Java chinkapin tree",Tree,25.0,10-12,M,LMH,SN,M,2,0,2.0
269,Castilla elastica,Panama Rubber Tree. Mastate blanco,Tree,40.0,10-12,F,LMH,N,M,2,0,3.0
270,Castilla ulei,Caucho Negro,Tree,30.0,10-12,M,LMH,N,M,2,0,3.0
271,Casuarina cristata,Belah,Tree,12.0,8-11,F,LMH,N,DM,0,0,3.0
272,Casuarina equisetifolia,"She Oak, Common Ru, Australian Pine, Horsetail Casuarina",Tree,30.0,9-12,F,LMH,SN,DM,1,2,5.0
273,Casuarina littoralis,"She Oak, Black she-oak",Tree,8.0,8-11,,LMH,N,DM,0,0,3.0
274,Casuarina verticillata,Drooping she-oak,Tree,10.0,8-11,,LMH,N,DM,0,0,3.0
275,Catalpa bignonioides,"Indian Bean Tree, Southern catalpa",Tree,15.0,5-9,M,LMH,N,M,0,2,3.0
276,Catalpa ovata,Chinese Catalpa,Tree,10.0,5-9,F,LMH,N,M,1,1,
277,Caucalis platycarpos,"Small Bur-Parsley, Carrot bur parsley",Annual,0.3,0-0,,LMH,N,M,2,0,
278,Ceanothus arboreus,"Catalina Mountain Lilac, Feltleaf ceanothus",Shrub,7.0,8-10,M,LM,SN,DM,0,0,2.0
279,Ceanothus divergens,"Cropleaf Ceanothus, Calistoga ceanothus",Shrub,1.5,7-10,,LM,SN,DM,0,0,2.0
280,Ceanothus impressus,Santa Barbara Ceanothus,Shrub,1.5,7-9,M,LM,SN,DM,0,0,2.0
281,Ceanothus ovatus,Smaller Red-Root,Shrub,1.0,4-8,,LM,SN,DM,2,1,2.0
282,Ceanothus sanguineus,"Oregon Tea Tree, Redstem ceanothus",Shrub,2.0,4-8,,LM,SN,DM,2,1,2.0
283,Ceanothus thyrsiflorus,"Blue Brush, Blueblossom",Shrub,4.5,7-9,M,LM,SN,DM,0,0,2.0
284,Cedrela fissilis,"Cedro, Cigar Box Tree",Tree,25.0,10-12,F,LMH,SN,M,0,2,4.0
285,Cedrela odorata,"Cedar Wood, West Indian Cedar, SpanishCedar, Cigar-box Cedar, Cedro Hembra",Tree,30.0,9-12,F,LMH,SN,M,1,2,4.0
286,Cedronella canariensis,"Balm Of Gilead, Herb of gilead",Perennial,1.5,8-11,,LMH,SN,M,2,0,1.0
287,Cedrus atlantica,"Atlas Deodar, Atlantic cedar",Tree,25.0,5-9,M,LMH,N,DM,0,2,3.0
288,Cedrus libani,Cedar Of Lebanon,Tree,30.0,5-8,S,LMH,N,DM,1,1,3.0
289,Celastrus angulatus,,Climber,7.3,4-8,F,LMH,FSN,M,0,1,1.0
290,Celastrus dependens,,Climber,0.0,7-10,,LMH,SN,M,1,2,2.0
291,Celastrus orbiculatus,Oriental Bittersweet,Climber,12.0,4-8,F,LM,FSN,M,1,2,1.0
292,Celastrus scandens,"Climbing Bittersweet, American bittersweet",Climber,8.0,3-8,F,LMH,FSN,M,2,2,
293,Celtis australis,"Nettle Tree, European hackberry",Tree,20.0,5-9,M,LM,N,DM,3,2,2.0
294,Celtis bungeana,Bunge's hackberry,Tree,10.0,4-8,,LM,N,DM,2,0,
295,Celtis caucasica,Caucasian hackberry,Tree,20.0,5-9,,LM,N,DM,2,0,2.0
296,Celtis laevigata,"Sugarberry, Netleaf hackberry, Texan sugarberry, Sugar Hackberry",Tree,18.0,5-10,M,LMH,N,DM,2,1,3.0
297,Celtis lindheimeri,"Palo Blanco, Lindheimer's hackberry",Tree,10.0,0-0,,LM,N,DM,2,0,1.0
298,Celtis reticulata,"Paloblanco, Netleaf hackberry",Tree,12.0,5-9,S,LM,N,DM,2,1,2.0
299,Celtis sinensis,Chinese hackberry,Tree,10.0,8-11,M,LM,N,DM,2,1,
300,Celtis tenuifolia,"Small Hackberry, Dwarf hackberry",Tree,4.5,5-9,,LM,N,DM,2,0,2.0
301,Centaurea calcitrapa,"Common Star Thistle, Red star-thistle",Biennial,0.6,0-0,,LMH,N,DM,1,1,
302,Centaurea cyanus,"Cornflower, Garden cornflower, Blue Bottle, Cornflower",Annual,1.0,0-0,F,LMH,N,DM,2,2,2.0
303,Centaurea depressa,Iranian knapweed,Annual/Perennial,0.3,6-9,,LMH,N,DM,2,0,
304,Centaurea raphanina,,Perennial,0.0,-,,LMH,N,DM,1,0,
305,Centaurium erythraea,"Centaury - Feverwort, European centaury",Annual/Biennial,0.3,0-0,,LM,SN,DM,1,3,1.0
306,Centaurium spicatum,Spiked centaury,Annual/Biennial,0.6,0-0,,LM,SN,DM,0,1,
307,Centipeda minima,Spreading Sneeze Weed,Annual,0.1,-,,LMH,SN,M,0,2,
308,Centrolobium microchaete,Yellow tarara,Tree,20.0,10-12,F,LMH,SN,DM,0,0,4.0
309,Centrosema pubescens,"Centro, Butterfly pea",Perennial Climber,0.5,10-12,F,LMH,FSN,MWe,0,0,3.0
310,Cephalotaxus fortunei,Chinese Plum Yew,Shrub,6.0,6-9,S,LMH,FSN,M,5,1,3.0
311,Cephalotaxus harringtonia drupacea,Japanese Plum Yew,Shrub,5.0,6-9,S,LMH,FS,M,5,0,3.0
312,Cephalotaxus harringtonia koreana,Korean Plum Yew,Shrub,1.5,6-9,S,LMH,FS,M,5,0,3.0
313,Cephalotaxus harringtonia nana,Japanese Plum Yew,Shrub,2.0,6-9,S,LMH,FS,M,5,0,3.0
314,Cephalotaxus sinensis,Chinese Plum Yew,Shrub,5.0,6-9,S,LMH,FS,M,4,1,3.0
315,Cerastium fontanum,"Chickweed, Common mouse-ear chickweed, Big chickweed",Annual/Perennial,0.3,5-10,,LMH,S,M,2,0,0.0
316,Cerastium holosteoides,Common Mouse-Ear Chickweed,Annual/Perennial,0.3,-,,LMH,N,M,2,0,
